Timestamp;Te_Amb;Te_Amb_21h;Te_WE_VL1;Te_WE_RL;Te_VL2_Act;Te_VL3_Act;Te_KO_HG;Te_KO_AS;Te_KO_SG;Te_KO_KS;Te_KO_VD_2;Te_KO_VD_p;Te_KO_Ko;Te_WW1_Ob;Te_WW1_Un;Te_WW2_Ob;Te_WW2_Un;Te_HK1_Ra;Te_HK1_VL;Te_HK2_Ra;Te_HK2_VL;Te_HK3_Ra;Te_HK3_VL;Te_HK4_Ra;Te_HK4_VL;Te_HK5_Ra;Te_HK5_VL;Te_HK6_Ra;Te_HK6_VL;Te_PO_Po;Te_SO1_Ko;Te_SO1_Ob;Te_SO2_Ko;Te_SO2_Ob;Te_SO3_Ko;Te_SO3_Ob;KO_Status;WW1_Status;WW2_Status;PO1_Status;HK1_HeatSt;HK2_HeatSt;HK3_HeatSt;HK4_HeatSt;HK5_HeatSt;HK6_HeatSt;KK1_CoolSt;KK2_CoolSt;KK3_CoolSt;KK4_CoolSt;KK5_CoolSt;KK6_CoolSt;WE_Stu1_St;WE_Stu2_St;WE_Stu3_St;WE_Stu4_St;WE_Stu5_St;HB_Out01;HB_Out02;HB_Out03;HB_Out04;HB_Out05;HB_Out06;HB_Out07;HB_Out08;HB_Out09;HB_Out10;HB_Out11;HB_Out12;HB_Out13;HB_Out14;HB_Out15;HB_Out16;HB_Out17;HB_Out18;HB_Out19;HB_Out20;HB_Out21;HB_Out22;HB_Out23;HB_Out24;HB_Out25;HB_Out26;HB_Out27;HB_Out28;HB_Out29;HB_Out30;HB_Out31;AT_VerEisG;AT_KalVal;AT_Status;AL_MaxTeHG;AL_MaxTeVD;AL_HP;AL_LP;AL_TH;AL_SHKette;AL_I07_1;AL_I07_2;AL_I07_3;AL_I07_4;AL_I07_5;AL_I07_6;AL_WE_Stu2;AL_WE_Stu3;AL_WE_Stu4;AL_WE_Stu5;AL_WMZ;AL_KoFrost;Hour_WE_S1;Hour_WE_S2;Hour_WE_S3;Hour_WE_S4;Hour_WE_S5;WE_Einsch;DI_TarifSt;SK_BasisW2;SH_BasisW2;SM_OefWert;WMZ_actn;WMZ_kWh;GF_FlowV;FA_Spe_Act;
2021-11-30 22:38:15;2.0;1.0;30.3;28.3;31.9;31.9;23.0;---;24.9;19.7;---;11.7;20.2;---;---;---;---;22.7;30.1;12.7;19.2;22.7;29.9;---;---;---;---;---;---;---;---;139.2;---;31.9;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:38:30;1.9;1.0;30.3;28.3;31.9;31.9;23.0;---;24.9;19.7;---;11.7;20.2;---;---;---;---;22.9;30.1;12.9;19.3;22.9;29.9;---;---;---;---;---;---;---;---;139.2;---;31.9;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:38:45;2.2;1.0;30.2;28.3;31.9;31.9;23.0;---;24.9;19.7;---;11.6;20.3;---;---;---;---;22.7;30.1;12.7;19.3;22.7;29.9;---;---;---;---;---;---;---;---;139.2;---;31.9;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:39:00;2.0;1.0;30.2;28.3;31.9;31.9;23.0;---;24.9;19.7;---;11.6;20.2;---;---;---;---;22.7;30.0;12.7;19.3;22.7;29.9;---;---;---;---;---;---;---;---;139.2;---;31.9;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:39:15;1.9;1.0;30.2;28.3;31.9;31.9;23.0;---;24.9;19.7;---;11.7;20.2;---;---;---;---;22.9;30.0;12.7;19.2;22.9;29.9;---;---;---;---;---;---;---;---;139.2;---;31.9;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:39:30;2.2;1.0;30.2;28.3;31.9;31.9;23.0;---;24.9;19.7;---;11.6;20.2;---;---;---;---;22.7;30.1;12.9;19.3;22.7;29.9;---;---;---;---;---;---;---;---;139.2;---;31.9;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:39:45;2.0;1.0;30.2;28.3;31.9;31.9;23.0;---;24.9;19.7;---;11.6;20.2;---;---;---;---;22.7;30.0;12.9;19.2;22.7;29.9;---;---;---;---;---;---;---;---;139.2;---;31.9;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:40:00;1.9;1.0;30.2;28.3;31.9;31.9;23.0;---;24.9;19.7;---;11.8;20.2;---;---;---;---;22.9;30.0;12.7;19.3;22.9;29.9;---;---;---;---;---;---;---;---;139.2;---;31.9;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:40:15;2.0;1.0;30.2;28.3;31.9;31.9;23.0;---;24.9;19.7;---;11.7;20.2;---;---;---;---;22.7;30.0;12.9;19.3;22.7;29.9;---;---;---;---;---;---;---;---;139.2;---;31.9;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:40:30;2.2;1.0;30.2;28.3;31.9;31.9;23.0;---;24.9;19.7;---;11.7;20.2;---;---;---;---;22.9;30.0;12.7;19.2;22.9;29.9;---;---;---;---;---;---;---;---;139.2;---;31.9;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:40:45;2.0;1.0;30.2;28.3;31.9;31.9;23.0;---;24.9;19.7;---;11.7;20.3;---;---;---;---;22.7;30.0;12.7;19.3;22.7;29.9;---;---;---;---;---;---;---;---;139.2;---;31.9;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:41:00;2.0;1.0;30.2;28.3;31.9;31.9;23.0;---;24.8;19.7;---;11.7;20.2;---;---;---;---;22.7;30.0;12.9;19.2;22.7;29.9;---;---;---;---;---;---;---;---;139.2;---;31.9;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:41:15;2.0;1.0;30.2;28.3;31.9;31.9;23.0;---;24.8;19.7;---;11.7;20.2;---;---;---;---;22.9;30.0;12.7;19.2;22.9;29.9;---;---;---;---;---;---;---;---;139.2;---;31.9;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:41:30;1.9;1.0;30.2;28.1;31.9;31.9;22.9;---;24.8;19.7;---;11.8;20.2;---;---;---;---;22.7;30.0;12.9;19.2;22.7;29.9;---;---;---;---;---;---;---;---;139.2;---;31.9;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:41:45;2.0;1.0;30.2;28.1;31.9;31.9;23.0;---;24.8;19.7;---;11.8;20.3;---;---;---;---;22.7;30.0;12.9;19.2;22.7;29.9;---;---;---;---;---;---;---;---;139.2;---;31.9;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:42:00;2.2;1.0;30.2;28.1;31.9;31.9;22.9;---;24.8;19.7;---;11.7;20.3;---;---;---;---;22.7;30.0;12.9;19.2;22.7;29.9;---;---;---;---;---;---;---;---;139.2;---;31.9;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:42:15;2.0;1.0;30.1;28.1;31.8;31.8;23.0;---;24.8;19.7;---;11.8;20.2;---;---;---;---;22.7;30.0;12.9;19.2;22.7;29.9;---;---;---;---;---;---;---;---;139.2;---;31.8;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:42:30;2.0;1.0;30.1;28.1;31.8;31.8;22.9;---;24.8;19.7;---;11.8;20.3;---;---;---;---;22.7;30.0;12.9;19.2;22.7;29.8;---;---;---;---;---;---;---;---;139.2;---;31.8;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:42:45;2.0;1.0;30.1;28.1;31.8;31.8;22.9;---;24.8;19.7;---;11.8;20.2;---;---;---;---;22.7;30.0;12.9;19.2;22.7;29.8;---;---;---;---;---;---;---;---;139.2;---;31.8;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:43:00;2.0;1.0;30.1;28.1;31.9;31.9;22.9;---;24.8;19.7;---;11.8;20.3;---;---;---;---;22.9;29.9;12.7;19.2;22.9;29.9;---;---;---;---;---;---;---;---;139.2;---;31.9;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:43:15;2.0;1.0;30.1;28.1;31.8;31.8;22.9;---;24.8;19.7;---;11.8;20.3;---;---;---;---;22.7;30.0;12.7;19.2;22.7;29.8;---;---;---;---;---;---;---;---;139.2;---;31.8;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:43:30;2.2;1.0;30.1;28.1;31.9;31.9;22.9;---;24.8;19.7;---;11.8;20.2;---;---;---;---;22.7;30.0;12.7;19.2;22.7;29.8;---;---;---;---;---;---;---;---;139.2;---;31.9;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:43:45;2.2;1.0;30.1;28.1;31.9;31.9;22.9;---;24.8;19.7;---;11.8;20.2;---;---;---;---;22.7;30.0;12.9;19.2;22.7;29.8;---;---;---;---;---;---;---;---;139.2;---;31.9;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:44:00;2.0;1.0;30.1;28.1;31.8;31.8;22.9;---;24.8;19.7;---;11.8;20.3;---;---;---;---;22.7;30.0;12.9;19.2;22.7;29.8;---;---;---;---;---;---;---;---;139.2;---;31.8;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:44:15;2.2;1.0;30.1;28.1;31.9;31.9;22.9;---;24.8;19.7;---;11.8;20.3;---;---;---;---;22.7;30.0;12.9;19.3;22.7;29.8;---;---;---;---;---;---;---;---;139.2;---;31.9;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:44:30;2.0;1.0;30.1;28.1;31.9;31.9;22.9;---;24.8;19.7;---;11.8;20.3;---;---;---;---;22.7;30.0;12.9;19.2;22.7;29.8;---;---;---;---;---;---;---;---;139.2;---;31.9;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:44:45;2.2;1.0;30.1;28.1;31.9;31.9;22.9;---;24.8;19.7;---;11.8;20.3;---;---;---;---;22.7;30.0;12.9;19.2;22.7;29.8;---;---;---;---;---;---;---;---;139.2;---;31.9;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:45:00;2.2;1.0;30.1;28.0;31.9;31.9;22.9;---;24.8;19.7;---;11.8;20.3;---;---;---;---;22.7;30.0;12.9;19.3;22.7;29.9;---;---;---;---;---;---;---;---;139.2;---;31.9;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:45:15;2.2;1.0;30.1;28.0;31.8;31.8;22.9;---;24.8;19.7;---;11.8;20.3;---;---;---;---;22.7;29.9;12.9;19.2;22.7;29.8;---;---;---;---;---;---;---;---;139.2;---;31.8;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:45:30;1.9;1.0;30.1;28.0;31.8;31.8;22.9;---;24.8;19.7;---;11.8;20.3;---;---;---;---;22.7;29.9;12.7;19.2;22.7;29.8;---;---;---;---;---;---;---;---;139.2;---;31.8;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:45:45;2.0;1.0;30.1;28.0;31.8;31.8;22.9;---;24.8;19.7;---;11.8;20.3;---;---;---;---;22.7;29.9;12.9;19.2;22.7;29.8;---;---;---;---;---;---;---;---;139.2;---;31.8;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:46:00;2.2;1.0;30.1;28.0;31.9;31.9;22.9;---;24.8;19.7;---;11.8;20.3;---;---;---;---;22.7;29.9;12.9;19.2;22.7;29.8;---;---;---;---;---;---;---;---;139.2;---;31.9;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:46:15;2.2;1.0;30.1;28.0;31.8;31.8;22.9;---;24.8;19.7;---;11.8;20.3;---;---;---;---;22.7;30.0;12.9;19.2;22.7;29.8;---;---;---;---;---;---;---;---;139.2;---;31.8;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:46:30;2.2;1.0;30.1;27.9;31.8;31.8;22.9;---;24.8;19.7;---;11.8;20.3;---;---;---;---;22.7;29.9;12.7;19.3;22.7;29.8;---;---;---;---;---;---;---;---;139.2;---;31.8;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:46:45;1.9;1.0;30.1;27.9;31.8;31.8;22.9;---;24.7;19.7;---;11.8;20.3;---;---;---;---;22.9;29.9;12.7;19.2;22.9;29.8;---;---;---;---;---;---;---;---;139.2;---;31.8;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:47:00;1.9;1.0;30.1;27.9;31.8;31.8;22.9;---;24.7;19.7;---;11.9;20.3;---;---;---;---;22.9;29.9;12.7;19.2;22.9;29.8;---;---;---;---;---;---;---;---;139.2;---;31.8;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:47:15;2.0;1.0;30.1;27.9;31.8;31.8;22.9;---;24.7;19.7;---;11.8;20.3;---;---;---;---;22.7;29.9;12.9;19.2;22.7;29.8;---;---;---;---;---;---;---;---;139.2;---;31.8;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:47:30;2.0;1.0;30.0;27.9;31.8;31.8;22.9;---;24.7;19.7;---;11.8;20.3;---;---;---;---;22.7;29.9;12.9;19.2;22.7;29.8;---;---;---;---;---;---;---;---;139.2;---;31.8;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:47:45;2.0;1.0;30.0;27.9;31.6;31.6;22.9;---;24.7;19.7;---;11.8;20.3;---;---;---;---;22.7;29.9;12.9;19.2;22.7;29.8;---;---;---;---;---;---;---;---;139.2;---;31.6;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:48:00;2.0;1.0;30.0;27.9;31.8;31.8;22.9;---;24.7;19.7;---;11.8;20.3;---;---;---;---;22.7;29.9;12.9;19.2;22.7;29.8;---;---;---;---;---;---;---;---;139.2;---;31.8;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
2021-11-30 22:48:15;2.2;1.0;30.0;27.9;31.8;31.8;22.9;---;24.7;19.7;---;11.8;20.3;---;---;---;---;22.7;29.9;12.9;19.2;22.7;29.8;---;---;---;---;---;---;---;---;139.2;---;31.8;---;---;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4087;0;0;0;0;4528;0;100.00;72.00;4.00;0;53702;---;0;
